,기업명,제목,LABEL
2,와이더플래닛,"[알려株] 와이더플래닛, 행동 기반 광고 플랫폼 추천",
3,와이더플래닛,레인보우로보틱스·와이더플래닛·씨앤투스성진…돈 몰리는 공모주,
4,와이더플래닛,"와이더플래닛, 수요예측 1449대 1, 공모가 1만6000원",
5,와이더플래닛,"1월 IPO '열풍', 9개사 수요예측 평균 1200대 1",
6,와이더플래닛,"프레스티지바이오파마 수요예측…기관들, 총 300조원 써냈다",
7,와이더플래닛,지지부진 ‘사업모델특례상장’기업 주가...반등은 언제?,
0,와이더플래닛,"[더벨]VC, 와이더플래닛 투자 9년만에 회수 가시화",
0,아이퀘스트,"[마켓인]아이퀘스트, 공모가 1만1000원…희망밴드 상단 초과",
1,아이퀘스트,아이퀘스트·프레스티지바이오로직스…상장 기대감↑,
2,아이퀘스트,아이퀘스트 수요예측 경쟁률 1504대 1...“역대 최고 기록”,
3,아이퀘스트,[시그널] ‘IPO 청약 연일 신기록’···이틀 새 청약 증거금만 17조,
4,아이퀘스트,오늘의 증시 일정 (1월 27일),
5,아이퀘스트,"[더벨]피엔에이치테크, 소부장 특례상장 도전",
6,아이퀘스트,사상 첫 ‘균등배분’ 청약에 ‘꼼수’ 난무…“제도개선 미흡”,
7,아이퀘스트,오늘의 증시 메모[1월 27일],
0,아이퀘스트,뜨거운 IPO시장에 기름을..공모주 관심집중,
1,아이퀘스트,1월 마지막주 공모주 청약 일정은,
2,아이퀘스트,연초부터 뜨거운 IPO 열기...상장 후에는 어떨까,
3,아이퀘스트,[증시캘린더]이번주(1월 4주) 선진뷰티사이언스 등 코스닥 신규 상장,
0,아이퀘스트,"[주목!e스몰캡]아이퀘스트 ""중소기업 경리는 내가!""",
0,아이퀘스트,"[시그널] ‘IPO 기록 또 경신’···아이퀘스트 수요예측 1,504.02대 1",
1,아이퀘스트,"아이퀘스트, 수요예측 경쟁률 1504대 1… ‘역대 최고’",
2,아이퀘스트,"[IB토마토]아이퀘스트, 수요예측 경쟁률 역대 1위 흥행",
3,아이퀘스트,"아이퀘스트, 수요예측 경쟁률 1504대 1...역대 최고",
4,아이퀘스트,"KB증권, 경영전략 워크숍 개최...아이퀘스트, 수요예측 1504대 1…'역대 최고...",
5,아이퀘스트,"아이퀘스트, 수요예측 경쟁률 1천504대 1…공모가 희망밴드 최상단 초과",
6,아이퀘스트,"아이퀘스트, 수요예측 경쟁률 1504대 1…역대 최고",
7,아이퀘스트,'비례배정 막차' 공모株로 뭉칫돈 몰린다,
8,아이퀘스트,IPO 열기 ‘후끈’…1월 넷째주 IPO 종목은?,
9,아이퀘스트,바이오·AI·로봇···7개社 줄줄이 청약,
0,아이퀘스트,"아이퀘스트, ‘얼마에요SAP’로 中企 스마트공장 보급에 총력",
1,아이퀘스트,"키움증권 “아이퀘스트, 핀테크로 사업영역 확장 긍정적”",
2,아이퀘스트,IPO 했다하면 신기록…현대重-롯데렌탈도 온다,
3,아이퀘스트,선진뷰티사이언스 코스닥 상장 첫날 '따상',
4,아이퀘스트,IPO 열풍 속 ‘불나방’ 투자자…증권사는 “땡큐”,
5,아이퀘스트,오늘의 증시 메모[1월 28일],
6,아이퀘스트,오늘의 증시 일정 (1월 28일),
7,아이퀘스트,[코스닥 메모] (27일) 신규상장=선진뷰티사이언스(086710) 등,
0,와이더플래닛,"와이더플래닛 ""글로벌 데이터 테크 리딩 기업으로 도약""",
1,와이더플래닛,레인보우로보틱스·프레스티지바이오파마·와이더플래닛…3인3색 공모주 매력...,
2,와이더플래닛,"와이더플래닛, 2월 초 코스닥 상장한다",
3,와이더플래닛,"내달 상장하는 ‘소비자 맞춤 광고 플랫폼’ 와이더플래닛, 수익성 개선 기대...",
4,와이더플래닛,"와이더플래닛, 인공지능 플랫폼 적용으로 수익성 개선 전망",
5,와이더플래닛,"[IPO 간담회] 와이더플래닛 ""데이터 테크 리딩 기업 도약""",
6,와이더플래닛,[장외시황] 현대삼호중공업 '52주 최고가',
7,와이더플래닛,"유동성 장세에 공모 청약 경쟁 급증…""기업 먼저 파악해야""",
8,와이더플래닛,"공모주 열풍, 현재진행형…공모가 논란 지속",
9,와이더플래닛,예탁금·신용·CMA 증가세 반전…저가매수 노리나,
0,아이퀘스트,전자계약·거래증빙 한 번에...아이퀘스트 '싸인빌' 인기,
1,아이퀘스트,"2021년 첫 코스닥 입성자 엔비티, 공모주 청약 돌풍 이어갈까 | 스마트폰 열 ...",
0,피엔에이치테크,피엔에이치테크 청약 경쟁률 1천528대 1…증거금 2.3조,
1,피엔에이치테크,피엔에이치테크 경쟁률 1528.76 대 1…식지 않는 공모주 열기,
2,피엔에이치테크,"교보증권, 작년 순익 1040억원...피엔에이치테크, 공모 경쟁률 1528.76대 1",
3,피엔에이치테크,LG디스플레이 '상생기술협력자금 수혜기업' 코스닥 첫 상장,
4,피엔에이치테크,"피엔에이치테크, 공모 청약경쟁률 1528.76대 1",
5,피엔에이치테크,"2월에도 뜨거운 IPO 시장…""옥석 가려라""[분석+]",
6,피엔에이치테크,"""돈이 몰린다"" 뜨거운 2월 IPO…공모기업 두자리수·공모금액 최고치",
7,피엔에이치테크,1월 이어 2월도 IPO 시장 역대급 ‘훈풍’ 예고,
8,피엔에이치테크,[코스닥 메모] (4일) 신규상장-신한제7호스팩 등,
0,아이퀘스트,"아이퀘스트, 소상공인 사업자산관리 솔루션 시장 공략",
0,아이퀘스트,"`태풍의 눈` 핀테크, 신축년 증시 러시 계속된다",
0,피엔에이치테크,"[마켓인]피엔에이치테크, 공모가 1만8000원…희망밴드 초과",
1,피엔에이치테크,"[더벨]피엔에이치테크, 공모가 밴드 초과…경쟁률 1455대1",
2,피엔에이치테크,[오늘의 증시] 레인보우로보틱스·와이더플래닛·피엔에이치테크 등,
3,피엔에이치테크,2월 IPO 흥행 '예약'… 전망 '맑음',
4,피엔에이치테크,오늘의 증시 메모[2월 4일],
5,피엔에이치테크,IPO 2월도 뜨거워진다…공모규모 10년 내 최고치 경신 예고,
6,피엔에이치테크,"코넥스, 120개 종목 거래…거래대금 1위 '툴젠'",
7,피엔에이치테크,[코스닥 메모] (3일) 신규상장=레인보우로보틱스(277810) 등,
0,피엔에이치테크,"OLED 소재 기업 피엔에이치테크, 2월 코스닥 상장",
1,피엔에이치테크,"[IPO] 피엔에이치테크 ""OLED 소재 국산화 박차...글로벌 기업 도약""",
2,피엔에이치테크,"[IPO레이더]‘OLED 소재’ 기업 피엔에이치테크, 소부장 특례 도전",
3,피엔에이치테크,[IB토마토](IPO현장)피엔에이치테크 “OLED 소재 국산화 선도할 것”,
4,피엔에이치테크,"[IPO] 피엔에이치테크, 내달 상장...""OLED 소재 국산화 박차""",
5,피엔에이치테크,[IPO현미경] OLED소재 국산화 선봉장 피엔에이치테크…다음달 코스닥 상장,
6,피엔에이치테크,"피엔에이치테크, 내달 코스닥 상장···""글로벌 OLED 소재 기업 도약""",
7,피엔에이치테크,"OLED 소재 기업 피엔에이치테크, 2월 코스닥 입성",
8,피엔에이치테크,"피엔에이치테크, ""코스닥 상장 통해 OLED 소재 대표 기업으로 도약할 것""",
9,피엔에이치테크,[인터뷰] 현서용 피엔에이치테크 대표 “OLED소재 국산화 박차…글로벌기업 도...,
0,피엔에이치테크,"[이번주 증시 캘린더] 공모주 흥행 이어지나...피엔에이치테크 청약, 아이퀘스...",
1,피엔에이치테크,연초 비수기 공식 깬 IPO 시장…공모가 줄줄이 밴드 상단 뚫었다,
2,피엔에이치테크,연초부터 뜨거운 IPO 시장···2월에도 8개 기업 청약 대기,
0,피엔에이치테크,피엔에이치테크 공모가 1만8천원 확정…3∼4일 청약,
1,피엔에이치테크,"피엔에이치테크, 공모가 희망범위 상단 초과 1만8000원 확정",
2,피엔에이치테크,피엔에이치테크 공모가 1만8천원 확정…3∼4일 청약,
3,피엔에이치테크,"피엔에이치테크, 공모가 상단 초과한 1만8000원...3~4일 청약",
4,피엔에이치테크,"피엔에이치테크, 공모가 희망범위 상단 초과…1만8000원 확정",
5,피엔에이치테크,"피엔에이치테크, 공모가 1만8000원…수요예측 경쟁률 1454.47대 1",
6,피엔에이치테크,피엔에이치테크 공모가 1만8천 원…16일 코스닥 입성,
7,피엔에이치테크,"피엔에이치테크, 공모가 희망범위 상단 초과…1만8000원",
8,피엔에이치테크,오늘의 증시 메모[2월 3일],
9,피엔에이치테크,"[투자의窓] 흔들리는 신규상장주 따상 열풍, 선진뷰티사이언스 모비릭스 제외...",
0,피엔에이치테크,"피엔에이치테크, 코스닥 이전상장 추진",
1,피엔에이치테크,"[공시줍줍]공모주 청약, 이젠 마통 안 뚫어도 된다",
2,피엔에이치테크,"[더벨]타이거운용, 코넥스기업 엔솔바이오 '프리IPO' 베팅",
0,피엔에이치테크,씨앤투스성진 후폭풍 있을까..피엔에이치테크 공모 청약,
1,피엔에이치테크,[증시캘린더]이번주(2월 1주) 솔루엠 등 5곳 신규상장…지난해 결산실적 공시...,
2,피엔에이치테크,1월 신규 상장 ‘선진뷰티사이언스’ ‘모비릭스’ 두드러져,
0,유일에너테크,"상장사 70%가 공모가 뻥튀기…개미들 ""손실 볼라"" [전예진의 공모주 투자]",
0,유일에너테크,유일에너테크 공모가 1만6천원 확정…15∼16일 청약,
1,유일에너테크,유일에너테크 공모가 1만6000원 확정...15∼16일 청약,
2,유일에너테크,"유일에너테크 “공모가 16,000원 확정” 공모밴드 초과",
3,유일에너테크,"유일에너테크, 공모가 1만6000원 확정…경쟁률 1427대 1",
4,유일에너테크,패스트트랙 타고 소·부·장 'IPO 러시',
5,유일에너테크,유일에너테크 공모가 1만6천 원 확정…15∼16일 청약,
6,유일에너테크,뷰노·유일에너테크…2월 기대 모으는 공모주,
7,유일에너테크,"유일에너테크, 공모가 1만6000원…공모밴드 초과",
8,유일에너테크,"""새내기株 투자해볼까""...설연휴 이후 주목할 공모주는",
9,유일에너테크,[장외주식] 카카오뱅크 5거래일 연속 상승,
0,유일에너테크,"[마켓인사이트]유일에너테크, 수요예측 경쟁률 1428대1...공모가 1만6000원",
1,유일에너테크,"[IB토마토]유일에너테크, 수요예측 흥행…경쟁률 1427.69 대 1",
2,유일에너테크,"[더벨]유일에너테크, 공모주 경쟁률 1427대1…밴드상단 뚫어",
3,유일에너테크,"설 연휴 이후에도 'IPO' 열기 지속…""옥석가리기 중요""",
4,유일에너테크,IPO시장으로 유동성 러시…2월도 기록갱신 전망,
0,유일에너테크,"올해 IPO 시장, 2017년 기록 넘어설까?",
0,오로스테크놀로지,오로스테크놀로지 공모가 2만1천원…15∼16일 청약,
1,오로스테크놀로지,[이번주 증시 캘린더]유일에너테크·오로스테크놀로지 등 4곳 동시 청약,
2,오로스테크놀로지,오로스테크놀로지 공모가 2만1천 원…15∼16일 청약,
3,오로스테크놀로지,"기관이 주목한 오로스테크, 청약도 역대급 흥행 기대",
4,오로스테크놀로지,"[마켓인사이트]씨이랩, 뷰노 등 5곳 줄줄이 청약...'공모주 슈퍼위크'",
5,오로스테크놀로지,[코스닥 주간메모] 2월 15일(월) ~ 2월 16일(화),
6,오로스테크놀로지,"[투자노트] '균등배분' 공모주 청약, 연초를 노려라",
7,오로스테크놀로지,오늘의 증시 일정 (2월 16일),
8,오로스테크놀로지,[에너지경제신문 오프라인] 먼저 만나는 에너지경제신문 헤드라인 - 2월 16일,
9,오로스테크놀로지,오늘의 증시 메모[2월 16일],
0,유일에너테크,새해에도 뜨거운 공모주 시장… 하반기엔 크래프톤 등 더 센놈 온다,
0,유일에너테크,뷰노·씨이랩·유일에너테크…2월 상장 기대주는?,
0,오로스테크놀로지,[시그널] 연휴 직후 IPO 위크 온다···4개사 동시 청약 돌입,
1,오로스테크놀로지,"""공모주 투자해볼까""… 설 연휴 이후 주목할 '상장 신입생'",
0,오로스테크놀로지,"[IPO 돋보기]오로스테크놀로지, 반도체 검사계측장비 업체",
1,오로스테크놀로지,의료·AI·소부장 골라잡아…넘치는 공모주 청약일정,
2,오로스테크놀로지,"1,000대 1 넘어선 뜨거운 경쟁률... 설 이후 IPO 기대주는?",
3,오로스테크놀로지,2월 셋째주 공모주 청약 일정은,
4,오로스테크놀로지,[증시캘린더]이번주(2월 3주) 피엔에이치테크 코스닥 신규상장 등,
0,유일에너테크,"2차전지 생산장비 업체 유일에너테크, 이달 코스닥 입성",
1,유일에너테크,"2차전지 혁신 기술 보유한 유일에너테크, 2월 내 코스닥 상장",
2,유일에너테크,"유일에너테크 이달 코스닥 상장…""수소연료전지에 주력""",
3,유일에너테크,"[IPO레이더]‘2차전지 노칭·스태킹 장비社’ 유일에너테크, 2월 코스닥 상장",
4,유일에너테크,"[IPO] 유일에너테크, 내달 상장...""글로벌 친환경 에너지장비 선도""",
5,유일에너테크,"유일에너테크, 이달 중 코스닥 상장…4~5일 수요예측",
6,유일에너테크,"[IPO 간담회] 유일에너테크, 친환경 에너지 장비 글로벌 '톱'",
7,유일에너테크,"2월에도 뜨거운 IPO 시장…""옥석 가려라""[분석+]",
8,유일에너테크,"""돈이 몰린다"" 뜨거운 2월 IPO…공모기업 두자리수·공모금액 최고치",
9,유일에너테크,"[장외시황] 현대오일뱅크, 52주 최고가 기록",
0,유일에너테크,[IB토마토](IPO현장)유일에너테크 “글로벌 에너지 장비 선도기업 도약”,
1,유일에너테크,설 이후 IPO 기업 몰린다...주목할 기업은?,
2,유일에너테크,연초부터 뜨거운 IPO… 최대어 크래프톤·카뱅으로 피날레 장식할까,
3,유일에너테크,2월에도 IPO 큰 장 선다…바이오·AI 기업 몰려 기대감,
0,오로스테크놀로지,"설 연휴 이후에도 'IPO' 열기 지속…""옥석가리기 중요""",
1,오로스테크놀로지,IPO시장으로 유동성 러시…2월도 기록갱신 전망,
2,오로스테크놀로지,"[막상막하] 녹십자, MSCI 지수 편입 불발에 하락… 전략은?",
0,오로스테크놀로지,"10만원대로도 공모주 도전 가능, 설 이후 청약 일정은?",
1,오로스테크놀로지,설 이후 공모주 청약 줄줄이 대기,
2,오로스테크놀로지,[뜨거워진 IPO 시장] 연휴 이후 주목할만한 공모주는?,
0,레인보우로보틱스,"레인보우로보틱스, 역대 공모가 경쟁률 갱신",
1,레인보우로보틱스,카카오게임즈 빅히트 명신산업 제치고 올해 수요예측 경쟁률 1위기록,
